ID,Date,Total Loss
887,10/10/2008 0:00,52000
888,2/20/2010 0:00,9000
889,7/19/2013 0:00,0
890,10/5/2016 0:00,14000
891,2/9/2015 0:00,0
892,10/17/2011 0:00,57800
893,5/15/2016 0:00,68710
894,7/13/2010 0:00,0
895,8/4/2009 0:00,167000
896,11/25/2013 0:00,273700
897,12/31/2012 0:00,9000
898,6/17/2005 0:00,500
899,8/28/2015 0:00,100
900,3/31/2011 0:00,13400
901,9/1/2006 0:00,85000
902,5/20/2008 0:00,0
903,2/12/2013 0:00,1200
904,7/6/2006 0:00,30300
905,11/16/2007 0:00,19100
906,7/16/2008 0:00,1100
907,10/13/2013 0:00,13100
908,2/13/2006 0:00,1000
909,6/14/2007 0:00,0
910,12/6/2008 0:00,9150
911,5/23/2013 0:00,100
912,8/8/2007 0:00,1000
913,7/5/2013 0:00,28500
914,12/29/2007 0:00,2700
915,8/21/2011 0:00,10500
916,1/22/2007 0:00,0
917,4/7/2015 0:00,8200
918,10/14/2006 0:00,55800
919,7/16/2015 0:00,17000
920,4/7/2008 0:00,25000
921,11/4/2012 0:00,3100
922,1/21/2014 0:00,8500
923,5/20/2015 0:00,0
924,1/7/2009 0:00,2500
925,6/27/2006 0:00,11000
926,5/25/2007 0:00,2525
927,6/22/2014 0:00,50300
928,2/10/2008 0:00,600
929,7/15/2014 0:00,0
930,5/2/2007 0:00,40490
931,12/10/2016 0:00,65300
932,8/17/2013 0:00,26350
933,10/20/2009 0:00,500
934,9/17/2010 0:00,4600
935,3/1/2016 0:00,42200
936,3/24/2016 0:00,11050
937,12/15/2008 0:00,0
938,4/27/2015 0:00,9000
939,11/12/2009 0:00,2300
940,2/17/2005 0:00,38000
941,5/17/2010 0:00,6000
942,3/17/2012 0:00,51500
943,11/27/2007 0:00,275
944,2/17/2012 0:00,0
945,12/18/2013 0:00,3000
946,8/25/2010 0:00,0
947,10/28/2006 0:00,50000
948,9/9/2013 0:00,2350
949,12/20/2007 0:00,1350
950,1/25/2012 0:00,0
951,7/20/2006 0:00,7100
952,4/9/2012 0:00,0
953,3/19/2006 0:00,700
954,1/25/2005 0:00,98200
955,4/6/2014 0:00,0
956,8/21/2012 0:00,2300
957,5/14/2005 0:00,225
958,1/28/2010 0:00,5000
959,11/9/2011 0:00,0
960,6/7/2016 0:00,1100
961,7/16/2007 0:00,23000
962,6/12/2008 0:00,11500
963,10/23/2014 0:00,101000
964,1/17/2015 0:00,28960
965,10/19/2016 0:00,8000
966,4/17/2009 0:00,2000
967,7/12/2009 0:00,500
968,2/6/2010 0:00,158500
969,11/22/2015 0:00,200
970,1/4/2011 0:00,2000
971,4/30/2013 0:00,1500
972,8/14/2015 0:00,0
973,11/11/2015 0:00,6210
974,4/14/2011 0:00,275020
975,7/23/2011 0:00,3000
976,1/20/2013 0:00,60600
977,6/23/2008 0:00,40500
978,11/6/2006 0:00,0
979,2/13/2014 0:00,1000
980,10/12/2012 0:00,0
981,11/30/2005 0:00,1545
982,8/22/2005 0:00,36450
983,3/21/2010 0:00,1000
984,9/13/2011 0:00,0
985,2/14/2007 0:00,1000
986,6/5/2012 0:00,0
987,1/24/2011 0:00,3000
988,5/13/2012 0:00,50500
989,7/3/2009 0:00,72000
990,7/19/2005 0:00,500
991,12/16/2009 0:00,12000
992,10/26/2012 0:00,3000
993,2/3/2005 0:00,2
994,4/16/2015 0:00,10000
995,3/10/2016 0:00,0
996,4/21/2007 0:00,13000
997,10/3/2012 0:00,1000
998,8/8/2013 0:00,900
999,10/24/2007 0:00,40500
1000,1/31/2015 0:00,0
1001,9/20/2008 0:00,40000
1002,3/29/2007 0:00,400
1003,9/3/2010 0:00,250
1004,6/3/2007 0:00,7200
1005,9/10/2014 0:00,4100
1006,8/19/2007 0:00,48500
1007,12/19/2006 0:00,50
1008,2/1/2008 0:00,4500
1009,3/28/2014 0:00,35500
1010,1/11/2007 0:00,0
1011,6/25/2012 0:00,30500
1012,8/31/2005 0:00,2000
1013,5/21/2009 0:00,2000
1014,12/8/2012 0:00,8500
1015,12/9/2005 0:00,0
1016,2/10/2009 0:00,25050
1017,7/18/2012 0:00,222300
1018,3/18/2013 0:00,152100
1019,10/16/2010 0:00,300
1020,5/11/2007 0:00,8700
1021,12/30/2012 0:00,48500
1022,11/14/2014 0:00,6500
1023,4/12/2008 0:00,2200
1024,7/21/2015 0:00,10500
1025,11/9/2012 0:00,8600
1026,8/7/2007 0:00,14500
1027,4/12/2015 0:00,4700
1028,1/3/2008 0:00,1003100
1029,11/15/2007 0:00,10000
1030,9/29/2009 0:00,3000
1031,4/28/2014 0:00,5000
1032,1/2/2015 0:00,0
1033,6/5/2010 0:00,56000
1034,8/6/2014 0:00,1200
1035,4/29/2007 0:00,500
1036,2/25/2010 0:00,22000
1037,9/24/2014 0:00,0
1038,2/14/2005 0:00,3000
1039,1/12/2006 0:00,38000
1040,6/22/2009 0:00,1500
1041,9/29/2016 0:00,0
1042,5/20/2010 0:00,101000
1043,4/6/2012 0:00,10000
1044,3/4/2013 0:00,0
1045,12/18/2015 0:00,2500
1046,10/17/2009 0:00,2100
1047,9/14/2010 0:00,60000
1048,1/20/2015 0:00,6000
1049,6/4/2016 0:00,30000
1050,7/18/2014 0:00,500
1051,1/2/2007 0:00,36575
1052,11/30/2007 0:00,500
1053,8/20/2013 0:00,11600
1054,6/30/2006 0:00,5000
1055,11/5/2010 0:00,15000
1056,2/7/2008 0:00,0
1057,5/17/2015 0:00,20400
1058,3/27/2016 0:00,6100
1059,6/29/2013 0:00,21000
1060,12/18/2008 0:00,85000
1061,7/17/2006 0:00,400
1062,5/17/2008 0:00,21700
1063,3/22/2006 0:00,13000
1064,7/15/2012 0:00,0
1065,9/6/2013 0:00,600
1066,4/7/2005 0:00,2700
1067,1/28/2012 0:00,70000
1068,9/7/2006 0:00,0
1069,10/20/2011 0:00,16000
1070,12/15/2013 0:00,0
1071,8/28/2010 0:00,5000
1072,1/1/2014 0:00,0
1073,3/25/2014 0:00,224000
1074,11/29/2014 0:00,1400
1075,12/16/2006 0:00,0
1076,8/22/2007 0:00,11000
1077,3/20/2012 0:00,7000
1078,11/24/2012 0:00,145000
1079,12/28/2011 0:00,0
1080,10/16/2016 0:00,46000
1081,5/7/2012 0:00,100
1082,7/9/2009 0:00,500
1083,1/28/2005 0:00,240
1084,5/25/2005 0:00,16850
1085,6/10/2011 0:00,23500
1086,2/9/2010 0:00,33000
1087,7/23/2009 0:00,500
1088,7/19/2007 0:00,18500
1089,10/26/2014 0:00,0
1090,4/12/2007 0:00,29600
1091,10/4/2005 0:00,2400
1092,9/12/2016 0:00,0
1093,1/25/2010 0:00,2000
1094,5/3/2010 0:00,5100
1095,2/14/2012 0:00,0
1096,10/12/2014 0:00,15600
1097,8/8/2015 0:00,2600
1098,4/30/2008 0:00,1300
1099,1/4/2009 0:00,20000
1100,4/13/2016 0:00,0
1101,8/14/2010 0:00,90000
1102,1/21/2008 0:00,15200
1103,4/14/2009 0:00,1000
1104,4/30/2015 0:00,8000
1105,3/5/2006 0:00,46000
1106,6/12/2013 0:00,2200
1107,11/9/2006 0:00,57000
1108,3/2/2011 0:00,20700
1109,9/20/2013 0:00,300
1110,6/13/2006 0:00,5850
1111,11/22/2010 0:00,18200
1112,9/26/2008 0:00,2100
1113,1/4/2016 0:00,0
1114,1/24/2016 0:00,450
1115,2/26/2010 0:00,61220
1116,5/14/2007 0:00,200
1117,9/8/2007 0:00,200000
1118,10/27/2007 0:00,0
1119,8/5/2008 0:00,6000
1120,9/23/2013 0:00,0
1121,8/21/2014 0:00,16000
1122,3/26/2007 0:00,5400
1123,3/13/2016 0:00,5000
1124,12/9/2010 0:00,5000
1125,4/13/2015 0:00,18500
1126,5/10/2012 0:00,0
1127,6/28/2012 0:00,35000
1128,11/26/2006 0:00,14000
1129,10/24/2005 0:00,47000
1130,3/28/2009 0:00,12500
1131,1/27/2011 0:00,6000
1132,5/29/2013 0:00,0
1133,8/31/2010 0:00,11500
1134,12/12/2005 0:00,500
1135,5/13/2014 0:00,0
1136,12/17/2007 0:00,0
1137,2/7/2009 0:00,4100
1138,3/21/2013 0:00,0
1139,7/6/2009 0:00,0
1140,7/16/2005 0:00,10550
1141,10/23/2012 0:00,1000
1142,12/11/2012 0:00,15000
1143,5/9/2013 0:00,300
1144,5/3/2016 0:00,16600
1145,11/7/2005 0:00,10600
1146,6/21/2016 0:00,13800
1147,1/3/2015 0:00,26000
1148,7/25/2010 0:00,74000
1149,6/6/2010 0:00,8225
1150,11/23/2011 0:00,21000
1151,6/3/2008 0:00,1500
1152,8/18/2006 0:00,300
1153,10/8/2006 0:00,20500
1154,4/13/2008 0:00,67900
1155,7/22/2015 0:00,8200
1156,3/19/2011 0:00,0
1157,9/9/2015 0:00,2300
1158,5/7/2011 0:00,100
1159,3/6/2007 0:00,64500
1160,2/23/2015 0:00,2000
1161,10/3/2011 0:00,7300
1162,11/15/2014 0:00,89000
1163,1/11/2012 0:00,200
1164,9/17/2005 0:00,42500
1165,11/17/2016 0:00,0
1166,8/7/2014 0:00,11000
1167,1/8/2010 0:00,5100
1168,1/11/2005 0:00,31000
1169,4/20/2012 0:00,0
1170,7/29/2012 0:00,4000
1171,9/30/2009 0:00,46000
1172,4/29/2014 0:00,29000
1173,3/3/2005 0:00,2000
1174,4/21/2005 0:00,33000
1175,6/9/2005 0:00,700
1176,11/18/2009 0:00,0
1177,7/30/2005 0:00,25500
1178,11/2/2010 0:00,44200
1179,12/5/2009 0:00,7500
1180,4/16/2016 0:00,16000
1181,9/19/2012 0:00,0
1182,8/15/2011 0:00,77400
1183,4/4/2005 0:00,17100
1184,5/30/2014 0:00,10000
1185,1/18/2008 0:00,60000
1186,2/20/2007 0:00,0
1187,7/2/2013 0:00,0
1188,12/13/2006 0:00,50000
1189,7/22/2008 0:00,11400
1190,10/30/2015 0:00,7000
1191,10/30/2008 0:00,0
1192,2/1/2006 0:00,322500
1193,9/4/2006 0:00,0
1194,7/5/2008 0:00,0
1195,10/13/2015 0:00,55391
1196,10/14/2009 0:00,3000
1197,4/1/2010 0:00,200
1198,7/5/2015 0:00,0
1199,12/21/2015 0:00,0
1200,9/1/2011 0:00,7700
1201,2/2/2014 0:00,2000
1202,5/14/2008 0:00,33000
1203,9/2/2012 0:00,0
1204,5/31/2007 0:00,700
1205,4/27/2008 0:00,2000
1206,2/4/2008 0:00,4720
1207,9/7/2014 0:00,3150
1208,7/21/2014 0:00,12100
1209,7/13/2005 0:00,4100
1210,6/18/2015 0:00,8100
1211,11/19/2010 0:00,55700
1212,8/27/2009 0:00,7700
1213,12/22/2009 0:00,63000
1214,1/7/2016 0:00,2000
1215,12/4/2016 0:00,40000
1216,10/10/2007 0:00,5200
1217,2/19/2014 0:00,1000
1218,1/31/2012 0:00,0
1219,6/29/2005 0:00,1500
1220,7/4/2007 0:00,21850
1221,10/6/2012 0:00,50000
1222,10/31/2016 0:00,1500
1223,8/16/2005 0:00,3500
1224,4/3/2012 0:00,5000
1225,7/25/2016 0:00,3600
1226,3/15/2010 0:00,0
1227,8/24/2014 0:00,2500
1228,9/21/2006 0:00,42000
1229,12/2/2014 0:00,1500
1230,1/15/2006 0:00,60000
1231,9/10/2009 0:00,21500
1232,12/25/2011 0:00,200
1233,4/20/2011 0:00,0
1234,10/7/2005 0:00,4500
1235,11/11/2013 0:00,9800
1236,12/30/2006 0:00,12900
1237,7/29/2011 0:00,48000
1238,1/14/2013 0:00,14750
1239,6/2/2009 0:00,15000
1240,11/16/2008 0:00,250
1241,6/15/2013 0:00,15600
1242,2/27/2011 0:00,6000
1243,9/26/2015 0:00,0
1244,9/29/2015 0:00,0
1245,4/25/2006 0:00,19100
1246,3/7/2013 0:00,14100
1247,8/8/2008 0:00,500
1248,9/13/2009 0:00,0
1249,12/21/2016 0:00,0
1250,8/11/2010 0:00,9000
1251,7/8/2016 0:00,4500
1252,3/31/2009 0:00,4000
1253,5/8/2005 0:00,57700
1254,10/21/2005 0:00,75000
1255,4/10/2008 0:00,11000
1256,11/29/2006 0:00,5000
1257,2/21/2008 0:00,105000
1258,3/8/2014 0:00,0
1259,6/26/2005 0:00,85500
1260,7/26/2009 0:00,350
1261,6/23/2010 0:00,4000
1262,11/6/2011 0:00,44750
1263,12/29/2005 0:00,2200
1264,1/21/2009 0:00,43900
1265,4/7/2013 0:00,100
1266,5/26/2013 0:00,17300
1267,4/8/2006 0:00,65000
1268,7/12/2011 0:00,5000
1269,10/13/2008 0:00,120000
1270,1/21/2016 0:00,5000
1271,2/13/2011 0:00,1500550
1272,11/3/2009 0:00,37500
1273,8/26/2016 0:00,7500
1274,10/29/2014 0:00,50
1275,12/6/2010 0:00,25000
1276,8/17/2009 0:00,117500
1277,3/16/2014 0:00,38000
1278,12/7/2006 0:00,0
1279,7/10/2013 0:00,23000
1280,12/6/2013 0:00,1000
1281,5/9/2009 0:00,0
1282,10/18/2013 0:00,0
1283,1/29/2009 0:00,2000
1284,5/8/2016 0:00,500
1285,5/25/2008 0:00,310800
1286,9/2/2015 0:00,50
1287,1/29/2016 0:00,0
1288,4/1/2013 0:00,65100
1289,10/21/2008 0:00,3000
1290,9/2/2008 0:00,137000
1291,9/30/2006 0:00,500
1292,1/7/2014 0:00,53500
1293,11/7/2007 0:00,0
1294,10/4/2008 0:00,0
1295,2/9/2013 0:00,0
1296,10/22/2016 0:00,0
1297,7/15/2009 0:00,7300
1298,12/20/2005 0:00,97350
1299,6/27/2016 0:00,0
1300,7/31/2015 0:00,5200
1301,8/17/2008 0:00,77050
1302,11/25/2015 0:00,2000
1303,4/29/2012 0:00,11000
1304,6/6/2013 0:00,0
1305,9/12/2013 0:00,2500
1306,1/25/2007 0:00,0
1307,6/2/2011 0:00,6250
1308,7/20/2011 0:00,0
1309,3/17/2014 0:00,30000
1310,2/12/2015 0:00,100500
1311,3/9/2005 0:00,1400
1312,8/22/2010 0:00,80000
1313,4/14/2006 0:00,16850
1314,12/30/2016 0:00,2600
1315,6/25/2014 0:00,2500
1316,9/27/2011 0:00,3400
1317,2/17/2010 0:00,0
1318,8/7/2012 0:00,1100
1319,1/5/2012 0:00,0
1320,11/9/2009 0:00,203700
1321,11/25/2008 0:00,11500
1322,1/17/2010 0:00,6300
1323,9/17/2015 0:00,90000
1324,3/4/2016 0:00,2000
1325,6/9/2008 0:00,105500
1326,1/8/2007 0:00,0
1327,6/9/2015 0:00,14500
1328,4/27/2010 0:00,67000
1329,4/17/2014 0:00,12000
1330,3/1/2008 0:00,5000
1331,8/5/2010 0:00,5900
1332,7/14/2016 0:00,5000
1333,8/17/2015 0:00,22800
1334,11/8/2015 0:00,0
1335,5/14/2010 0:00,5000
1336,4/11/2011 0:00,14000
1337,10/21/2007 0:00,13050
1338,2/26/2013 0:00,1000
1339,9/17/2008 0:00,91000
1340,9/29/2013 0:00,1200
1341,8/9/2006 0:00,44500
1342,3/8/2011 0:00,14200
1343,12/3/2005 0:00,2950
1344,6/7/2006 0:00,78100
1345,1/23/2013 0:00,12000
1346,6/26/2008 0:00,0
1347,12/21/2013 0:00,100
1348,4/3/2014 0:00,4900
1349,12/29/2008 0:00,47700
1350,12/19/2011 0:00,19000
1351,8/24/2012 0:00,16500
1352,5/17/2005 0:00,26100
1353,8/25/2005 0:00,550
1354,12/2/2012 0:00,30000
1355,5/6/2015 0:00,1000
1356,9/10/2011 0:00,0
1357,2/11/2007 0:00,1000
1358,10/23/2009 0:00,20000
1359,7/13/2007 0:00,39200
1360,10/20/2014 0:00,2000
1361,3/26/2005 0:00,66000
1362,5/16/2012 0:00,5300
1363,1/31/2010 0:00,0
1364,4/4/2007 0:00,0
1365,7/12/2014 0:00,120800
1366,12/22/2006 0:00,158500
1367,1/29/2008 0:00,1500
1368,3/31/2014 0:00,17402
1369,12/26/2008 0:00,0
1370,5/3/2013 0:00,10000
1371,6/6/2007 0:00,6200
1372,11/18/2012 0:00,0
1373,7/19/2010 0:00,8500
1374,5/31/2010 0:00,28000
1375,7/21/2012 0:00,24500
1376,11/3/2006 0:00,50000
1377,3/18/2008 0:00,120000
1378,6/21/2013 0:00,43520
1379,6/26/2015 0:00,0
1380,3/15/2013 0:00,50
1381,9/10/2012 0:00,8200
1382,8/18/2009 0:00,0
1383,10/6/2009 0:00,38000
1384,6/3/2005 0:00,1000
1385,4/15/2005 0:00,23000
1386,6/2/2012 0:00,10200
1387,2/23/2005 0:00,150
1388,3/1/2015 0:00,21300
1389,4/25/2016 0:00,8500
1390,11/26/2009 0:00,300
1391,8/3/2016 0:00,8500
1392,11/5/2008 0:00,6000
1393,6/26/2007 0:00,30000
1394,7/27/2007 0:00,0
1395,10/3/2014 0:00,11000
1396,11/21/2014 0:00,5000
1397,10/4/2007 0:00,2200
1398,1/11/2015 0:00,2600
1399,3/11/2011 0:00,5
1400,4/18/2007 0:00,4000
1401,6/19/2011 0:00,209250
1402,8/10/2012 0:00,1500
1403,1/30/2016 0:00,5200
1404,5/26/2015 0:00,0
1405,10/27/2010 0:00,0
1406,7/3/2011 0:00,16800
1407,9/14/2007 0:00,0
1408,11/11/2016 0:00,19000
1409,1/14/2010 0:00,505500
1410,1/5/2005 0:00,100
1411,5/10/2009 0:00,200
1412,9/11/2005 0:00,52500
1413,8/17/2016 0:00,0
1414,4/10/2010 0:00,7000
1415,1/27/2014 0:00,51000
1416,10/29/2012 0:00,91000
1417,10/30/2005 0:00,1500
1418,3/22/2009 0:00,30300
1419,12/12/2008 0:00,8300
1420,2/7/2006 0:00,0
1421,12/15/2010 0:00,400
1422,5/18/2006 0:00,5000
1423,9/3/2008 0:00,250530
1424,12/12/2015 0:00,5010
1425,8/26/2006 0:00,2000
1426,3/25/2011 0:00,2000
1427,10/22/2015 0:00,18000
1428,9/3/2015 0:00,0
1429,2/4/2011 0:00,16700
1430,5/13/2011 0:00,33000
1431,4/17/2006 0:00,189500
1432,3/15/2007 0:00,10700
1433,4/21/2008 0:00,0
1434,3/19/2009 0:00,8000
1435,8/27/2012 0:00,35000
1436,7/25/2013 0:00,112200
1437,1/30/2009 0:00,30000
1438,6/12/2015 0:00,500
1439,7/7/2005 0:00,113200
1440,5/9/2016 0:00,18200
1441,6/4/2006 0:00,3000
1442,1/13/2016 0:00,0
1443,12/28/2009 0:00,226750
1444,12/26/2007 0:00,15000
1445,11/22/2008 0:00,295500
1446,5/7/2014 0:00,34920
1447,4/4/2015 0:00,7000
1448,9/7/2011 0:00,7000
1449,10/10/2010 0:00,0
1450,8/2/2010 0:00,12000
1451,3/11/2012 0:00,1200
1452,1/10/2014 0:00,26500
1453,3/12/2005 0:00,0
1454,2/23/2012 0:00,25900
1455,6/19/2012 0:00,30000
1456,4/24/2010 0:00,20100
1457,10/7/2015 0:00,61500
1458,2/24/2006 0:00,1000
1459,8/12/2006 0:00,11000
1460,1/2/2005 0:00,4600
1461,11/15/2011 0:00,1500
1462,1/12/2008 0:00,67800
1463,11/20/2006 0:00,3000
1464,10/2/2013 0:00,0
1465,1/18/2011 0:00,0
1466,3/4/2015 0:00,59000
1467,4/22/2016 0:00,0
1468,9/24/2011 0:00,0
1469,5/4/2006 0:00,1350
1470,8/11/2013 0:00,0
1471,3/2/2009 0:00,5000
1472,4/1/2007 0:00,0
1473,4/16/2013 0:00,0
1474,2/16/2009 0:00,2500
1475,6/29/2015 0:00,38500
1476,9/20/2015 0:00,16600
1477,7/2/2010 0:00,1000
1478,5/30/2011 0:00,0
1479,5/26/2016 0:00,56000
1480,12/5/2012 0:00,6500
1481,7/26/2006 0:00,3600
1482,8/14/2008 0:00,3400
1483,11/2/2013 0:00,49125
1484,1/21/2006 0:00,2400
1485,7/17/2016 0:00,121000
1486,9/4/2009 0:00,3500
1487,12/8/2014 0:00,75000
1488,5/11/2010 0:00,0
1489,3/18/2015 0:00,186355
1490,12/24/2013 0:00,15000
1491,12/9/2007 0:00,0
1492,5/27/2009 0:00,18000
1493,2/6/2012 0:00,10000
1494,7/10/2007 0:00,56000
1495,3/29/2005 0:00,29750
1496,10/18/2007 0:00,37000
1497,10/25/2016 0:00,7000
1498,3/28/2012 0:00,42000
1499,8/30/2014 0:00,0
1500,7/9/2006 0:00,26500
1501,10/16/2013 0:00,0
1502,7/13/2008 0:00,68500
1503,6/16/2011 0:00,31500
1504,11/13/2010 0:00,2000
1505,2/3/2010 0:00,67000
1506,11/28/2016 0:00,103311
1507,1/1/2011 0:00,0
1508,4/28/2011 0:00,1000
1509,10/1/2007 0:00,0
1510,8/24/2011 0:00,500
1511,7/29/2014 0:00,5600
1512,3/13/2006 0:00,254300
1513,5/1/2006 0:00,22000
1514,10/14/2011 0:00,500
1515,11/8/2008 0:00,1100
1516,2/16/2016 0:00,1500
1517,5/9/2015 0:00,45000
1518,4/5/2016 0:00,7800
1519,11/15/2012 0:00,16850
1520,8/8/2005 0:00,51750
1521,10/8/2016 0:00,62330
1522,6/13/2009 0:00,13500
1523,9/16/2014 0:00,0
1524,1/9/2008 0:00,0
1525,2/19/2011 0:00,76000
1526,4/20/2014 0:00,2050
1527,6/8/2014 0:00,5850
1528,11/8/2016 0:00,25700
1529,8/1/2009 0:00,59450
1530,9/23/2010 0:00,47000
1531,9/11/2007 0:00,9000
1532,8/18/2014 0:00,100
1533,10/27/2005 0:00,21500
1534,10/22/2013 0:00,59100
1535,2/3/2013 0:00,0
1536,3/25/2009 0:00,0
1537,7/25/2015 0:00,42500
1538,3/14/2014 0:00,45000
1539,8/15/2009 0:00,35000
1540,6/6/2005 0:00,1000
1541,9/13/2012 0:00,500
1542,5/4/2011 0:00,14500
1543,12/12/2010 0:00,45000
1544,5/15/2006 0:00,7100
1545,9/6/2008 0:00,0
1546,12/15/2015 0:00,21000
1547,9/30/2014 0:00,0
1548,6/9/2010 0:00,4600
1549,6/18/2016 0:00,12500
1550,2/26/2012 0:00,12000
1551,5/29/2015 0:00,100
1552,1/27/2016 0:00,64196
1553,4/2/2006 0:00,1500
1554,10/30/2010 0:00,5800
1555,3/1/2010 0:00,0
1556,6/30/2011 0:00,3000
1557,9/26/2016 0:00,5000
1558,3/22/2011 0:00,25000
1559,2/7/2011 0:00,0
1560,4/24/2005 0:00,141600
1561,9/6/2015 0:00,4200
1562,10/19/2015 0:00,2000
1563,9/14/2005 0:00,140000
1564,1/14/2005 0:00,0
1565,5/7/2009 0:00,300
1566,11/20/2016 0:00,5000
1567,12/23/2005 0:00,25000
1568,5/6/2016 0:00,200950
1569,1/27/2009 0:00,65000
1570,7/22/2010 0:00,26200
1571,4/12/2009 0:00,27500
1572,7/20/2016 0:00,65005
1573,3/10/2010 0:00,2500
1574,10/23/2006 0:00,99000
1575,9/20/2007 0:00,35000
1576,1/13/2011 0:00,6000
1577,2/15/2010 0:00,34000
1578,8/5/2012 0:00,53050
1579,11/18/2011 0:00,4000
1580,7/8/2005 0:00,7100
1581,11/15/2006 0:00,3500
1582,12/21/2010 0:00,16200
1583,7/3/2013 0:00,2000
1584,1/10/2006 0:00,8500
1585,5/22/2012 0:00,0
1586,6/15/2005 0:00,25700
1587,8/28/2012 0:00,15000
1588,1/6/2007 0:00,0
1589,1/28/2014 0:00,7900
1590,7/18/2011 0:00,57000
1591,2/2/2006 0:00,58400
1592,4/15/2014 0:00,600
1593,1/5/2014 0:00,0
1594,5/8/2014 0:00,46260
1595,8/10/2011 0:00,0
1596,6/30/2008 0:00,100
1597,9/15/2008 0:00,169200
1598,11/7/2009 0:00,19500
1599,10/8/2015 0:00,3350
1600,6/7/2008 0:00,16700
1601,10/8/2008 0:00,15560
1602,1/16/2016 0:00,1500
1603,11/30/2009 0:00,7000
1604,9/15/2015 0:00,100
1605,12/6/2012 0:00,0
1606,4/23/2011 0:00,0
1607,6/30/2015 0:00,11000
1608,7/21/2009 0:00,6250
1609,6/18/2010 0:00,20000
1610,1/9/2013 0:00,0
1611,9/27/2013 0:00,1000
1612,8/25/2014 0:00,4500
1613,10/2/2005 0:00,26000
1614,2/12/2012 0:00,53500
1615,2/1/2012 0:00,96000
1616,8/7/2006 0:00,3530
1617,3/6/2011 0:00,7550
1618,7/5/2007 0:00,150400
1619,4/20/2006 0:00,1850
1620,12/4/2007 0:00,28400
1621,3/13/2015 0:00,300000
1622,3/2/2013 0:00,1000
1623,12/3/2014 0:00,0
1624,11/11/2008 0:00,0
1625,6/10/2013 0:00,0
1626,3/30/2005 0:00,7200
1627,9/18/2013 0:00,0
1628,6/11/2006 0:00,10
1629,1/2/2016 0:00,19220
1630,10/5/2010 0:00,8800
1631,1/2/2009 0:00,7000
1632,6/21/2015 0:00,2000
1633,6/27/2010 0:00,0
1634,3/13/2008 0:00,0
1635,4/11/2016 0:00,3000
1636,10/12/2006 0:00,2000
1637,9/8/2012 0:00,0
1638,8/11/2005 0:00,1600
1639,10/7/2014 0:00,0
1640,3/22/2015 0:00,16200
1641,1/19/2014 0:00,17650
1642,2/27/2015 0:00,1100
1643,5/22/2006 0:00,2200
1644,1/9/2005 0:00,6200
1645,8/12/2015 0:00,10000
1646,4/18/2012 0:00,0
1647,10/29/2009 0:00,6000
1648,2/4/2010 0:00,0
1649,7/20/2015 0:00,2000
1650,3/4/2007 0:00,500
1651,1/12/2010 0:00,220
1652,7/7/2011 0:00,3500
1653,6/11/2014 0:00,1000
1654,1/16/2009 0:00,1646540
1655,10/15/2011 0:00,0
1656,12/24/2008 0:00,1000
1657,6/8/2009 0:00,2000
1658,4/26/2009 0:00,33900
1659,8/21/2016 0:00,5150
1660,7/25/2007 0:00,500
1661,11/29/2016 0:00,3000
1662,7/24/2014 0:00,10000
1663,5/3/2005 0:00,37000
1664,4/16/2007 0:00,58000
1665,6/12/2007 0:00,800
1666,6/7/2015 0:00,5015
1667,1/9/2012 0:00,0
1668,11/8/2010 0:00,45200
1669,5/31/2012 0:00,0
1670,7/4/2006 0:00,117800
1671,10/11/2013 0:00,2600
1672,11/2/2007 0:00,50
1673,9/23/2005 0:00,6000
1674,8/30/2006 0:00,64000
1675,11/24/2006 0:00,4000
1676,3/3/2014 0:00,43000
1677,4/22/2010 0:00,0
1678,12/17/2012 0:00,100
1679,8/26/2008 0:00,1000
1680,10/28/2015 0:00,32700
1681,6/14/2012 0:00,16000
1682,11/5/2005 0:00,6000
1683,3/7/2005 0:00,76300
1684,6/4/2010 0:00,4500
1685,3/6/2012 0:00,78500
1686,3/28/2006 0:00,1600
1687,9/12/2010 0:00,1100
1688,10/3/2016 0:00,0
1689,7/27/2012 0:00,2000
1690,4/30/2007 0:00,9575
1691,4/19/2005 0:00,6250
1692,11/27/2011 0:00,0
1693,8/19/2011 0:00,0
1694,7/28/2005 0:00,38000
1695,1/20/2007 0:00,71000
1696,2/24/2010 0:00,400
1697,9/25/2009 0:00,0
1698,2/5/2016 0:00,12400
1699,8/23/2010 0:00,0
1700,11/15/2016 0:00,15000
1701,7/31/2010 0:00,2500
1702,6/28/2011 0:00,10500
1703,4/7/2007 0:00,2000
1704,3/4/2008 0:00,5000
1705,5/28/2014 0:00,77025
1706,1/16/2008 0:00,2000
1707,12/13/2008 0:00,28200
1708,4/25/2015 0:00,18500
1709,10/18/2009 0:00,1000
1710,11/20/2008 0:00,55000
1711,2/28/2016 0:00,23700
1712,4/2/2015 0:00,25000
1713,10/3/2006 0:00,2550
1714,8/15/2013 0:00,0
1715,10/31/2013 0:00,2500
1716,12/31/2011 0:00,7000
1717,5/18/2008 0:00,0
1718,11/23/2013 0:00,500
1719,9/10/2006 0:00,0
1720,7/23/2013 0:00,11500
1721,4/20/2016 0:00,2050
1722,1/23/2012 0:00,59500
1723,1/23/2005 0:00,160400
1724,2/21/2012 0:00,0
1725,6/2/2006 0:00,100
1726,6/25/2006 0:00,29000
1727,3/15/2012 0:00,2100
1728,12/28/2006 0:00,1000
